intpr_mean intpr_stdev intpr_kurt intpr_skew class
142.4140625 54.35926889 -0.233444703 -0.393528983 0
70.671875 38.18501616 0.754771387 2.649724403 0
137.265625 50.41522655 -0.008050957 -0.375378168 0
116.6640625 35.4527144 0.275948048 1.544679107 0
129.5390625 49.29865971 0.045526977 -0.306168706 0
130.0 43.19143434 0.151452911 -0.023295579 0
113.5625 49.29229624 -0.089233459 -0.378080331 0
136.0234375 48.13968361 -0.261315075 0.09592635 0
123.0390625 52.97425707 0.123674105 -0.42398648 0
117.7109375 54.54787925 0.217564807 -0.033715544 0
96.28125 40.43376866 0.518182208 1.584536791 0
130.8046875 45.93610688 -0.02122311 -0.118586736 0
125.6796875 48.03789741 0.01487067 -0.043867148 0
98.390625 38.09060628 0.181846828 1.328352909 0
110.3046875 40.89345122 0.062788888 0.462445075 0
131.2734375 50.45538172 0.024921179 0.195920133 0
135.46875 47.36690853 0.111350814 -0.05506863 0
95.625 37.74379088 0.748273254 1.905309133 0
93.7734375 41.88306169 0.371402345 1.291231795 0
76.5234375 34.08719629 2.024270196 8.131774734 1
94.3359375 43.19419763 0.515280093 0.862443635 0
97.234375 46.53635749 0.558616451 0.384429415 0
140.0703125 52.88980047 -0.054403887 -0.280239552 0
96.203125 45.11172924 0.773959568 1.435801239 0
125.234375 37.3267842 -0.171089324 1.759547472 0
106.1875 31.99993896 0.876430624 3.429234258 0
168.2734375 39.96614091 -0.627492923 1.640910525 0
141.625 48.54170243 -0.049849941 0.173094349 0
147.546875 54.57776267 -0.131181187 -0.270214665 0
120.421875 47.22893204 0.203304304 0.186340061 0
135.4140625 44.58761167 0.022409783 0.686494467 0
134.40625 49.94269177 -0.086435811 -0.352991161 0
14.90625 29.39053778 7.210660828 53.02646526 1
125.171875 52.30635558 0.056571872 -0.360770123 0
131.7421875 42.35974026 -0.078131312 0.176319321 0
72.46875 34.18788562 0.863578375 5.009373781 0
136.2734375 47.59607305 -0.273207318 0.099544678 0
136.5625 43.39692349 -0.139098223 0.075405609 0
93.5078125 36.70639337 0.657896372 2.33124416 0
141.1328125 49.27781117 0.033004919 -0.246759638 0
114.9140625 49.59146023 0.277724749 -0.119660131 0
129.7265625 52.42654308 -0.008386922 -0.438829661 0
103.1484375 39.96621422 0.109904792 0.92350281 0
146.3828125 45.09609897 -0.478952075 0.135073354 0
134.3828125 50.27519908 0.291185528 -0.163103815 0
128.03125 45.63029721 0.362731081 0.170986343 0
119.953125 53.87976478 0.070565226 -0.556548406 0
105.8515625 54.824021 0.37323576 -0.173338454 0
41.375 39.76532723 3.802018452 16.05622183 1
130.640625 50.24420588 -0.260808829 -0.293689167 0
101.390625 42.91128828 0.570746218 0.963874437 0
85.671875 46.69868664 1.084527824 1.100296625 0
161.4453125 45.3275938 -0.3868499 0.597409859 0
107.921875 35.99796205 0.463238158 1.510355448 0
133.046875 61.80448752 -0.112912856 -0.69782282 0
87.5703125 46.19332399 0.686262126 1.266967738 0
50.609375 35.50203215 3.667239216 16.4699669 1
113.203125 41.31403351 0.159530471 0.647460517 0
118.640625 54.48505162 0.276858506 -0.322175917 0
101.296875 46.90038635 0.337467665 0.554437741 0
133.8125 46.72806136 -0.090427112 0.561630735 0
116.3359375 45.01757944 0.255124156 0.495525485 0
103.0390625 43.61987834 0.375771463 0.198870615 0
81.921875 37.05540813 0.734606908 2.742743228 0
97.0625 47.27409273 0.278467144 0.435716882 0
87.0859375 39.17948031 0.676410762 1.846017995 0
124.8515625 44.87431926 -0.15804786 0.506919869 0
120.8515625 56.1354514 -0.020668909 -0.822529526 0
109.6015625 55.03739352 0.214880245 -0.362173078 0
132.7578125 47.24400526 0.055267124 -0.042757317 0
115.2890625 44.10714092 0.08596412 0.308754368 0
109.328125 47.41853365 0.27417972 0.293364656 1
116.8125 50.52347072 0.277875936 -0.041127536 0
107.9921875 44.00257381 0.392192856 0.232940905 0
116.6015625 46.90837809 0.215298802 0.334982645 0
74.25 40.62653843 1.581929463 3.703968084 1
117.734375 46.45486458 0.18296089 0.641111264 0
133.2734375 52.69690972 0.152191871 -0.299685533 0
128.78125 45.69958587 0.002629994 -0.151137971 0
119.1171875 48.8827713 0.184980429 -0.395950212 0
112.609375 51.99327396 0.227919123 0.03933812 0
111.53125 47.7939813 0.385668018 0.191145593 0
27.5234375 30.95610926 4.677046419 25.86510517 1
115.6796875 49.96450828 0.06167517 -0.010645787 0
114.8828125 49.6708889 0.349870467 0.448026705 0
142.21875 46.38037999 -0.13719267 0.158328579 0
122.3671875 36.92091868 0.085960775 0.991257185 0
108.09375 43.53652158 0.192641866 0.362051803 0
113.5078125 39.24761061 0.561972311 1.299585896 0
104.2734375 48.3818979 0.426181036 0.446316052 0
95.0625 37.06555637 0.712978301 2.624365869 0
119.296875 49.6842152 -0.030041026 -0.122524512 0
114.1484375 55.40547833 0.084815102 -0.360459507 0
116.2421875 48.07867025 0.297060663 0.047350358 0
108.9921875 44.9808112 0.141624239 0.068031169 0
105.203125 56.30613302 0.204506672 -0.414335641 0
107.2890625 43.84438967 0.046256067 0.570111237 0
112.5625 54.91054515 0.31253729 -0.399172726 0
58.1484375 39.40338061 2.40403726 7.933314587 1
104.6171875 43.33447694 0.394126596 0.839760659 0
130.75 51.43184203 0.041032381 -0.378399079 0
110.4296875 44.19376434 0.198591261 0.536032651 0
119.296875 54.58184213 0.14948043 -0.423033324 0
121.515625 56.70138121 0.013689465 -0.378918787 0
103.421875 46.06188252 0.285179422 0.1733036 0
119.625 48.54282903 0.437014545 0.193168331 0
140.546875 64.25132044 -0.17707974 -1.10112952 0
121.734375 51.33597733 0.2433902 -0.030992473 0
105.3046875 44.09534389 0.275058073 0.80062697 0
126.421875 37.03874858 0.278754691 1.159046428 0
109.0625 46.82643317 0.290887949 0.242398755 0
136.6484375 53.5799038 -0.206697174 -0.104561844 0
108.5 44.78821692 0.28474287 0.057237991 0
131.7109375 39.91204242 -0.142015863 0.693261668 0
131.2265625 47.35969655 0.134404248 0.038868974 0
97.90625 40.60969664 0.391609855 1.50591983 0
116.5703125 46.95454644 0.146191917 0.028900481 0
139.59375 53.64618426 -0.009519426 -0.229268177 0
101.96875 50.24159406 0.407094877 -0.000108117 0
123.5078125 47.41192428 0.175955214 0.07200711 0
140.28125 47.38273972 0.043518742 -0.217727387 0
160.953125 56.53329486 -0.684733249 -0.297175552 0
78.9609375 39.74319956 0.760627122 1.990113962 0
139.921875 42.87747977 -0.159667321 0.634229406 0
117.9453125 48.21992401 0.269550537 0.244345294 0
116.9921875 52.07754076 0.098542766 -0.28762329 0
105.7578125 45.59840768 0.295515211 0.764058074 0
127.7109375 54.65447608 0.05981003 -0.248773242 0
95.6328125 37.31158313 0.59657018 2.196855376 0
118.3359375 47.69291046 0.147801813 0.16166494 0
109.6015625 44.22480565 0.452705104 0.577109029 0
101.28125 31.87155312 0.68134648 3.273810705 0
88.0859375 38.40146224 0.660296117 1.622869543 0
121.3359375 40.16572648 0.089768547 0.491398737 0
133.921875 60.35281805 -0.141441818 -0.929852294 0
109.59375 40.27724961 0.200591322 0.508382275 0
139.78125 66.88947711 -0.280868669 -1.169241732 0
110.46875 48.41696137 0.433250403 -0.151844171 0
143.8359375 49.6707562 -0.002501583 -0.340940116 0
106.9375 51.98253162 0.373787183 -0.372326523 0
137.1640625 64.61143201 -0.135341131 -1.207550053 0
141.484375 49.07471733 -0.176446854 0.141923933 0
121.09375 49.36288419 0.239519351 -0.0782224 0
127.046875 47.59593263 0.076693247 -0.083005783 0
162.0390625 67.43937119 -0.91177587 -0.229593131 0
113.875 54.60039492 0.316475837 -0.072643207 0
97.0234375 38.7026858 0.512951274 1.788842704 0
114.53125 42.14556944 0.096846121 0.866458062 0
76.5703125 39.10596254 0.807330789 2.174818818 0
124.46875 47.52613385 0.014271722 0.662919209 0
120.890625 51.21236947 0.486548415 0.016001829 1
111.2890625 57.13349941 0.419450497 -0.466672481 0
142.7265625 50.05570566 -0.349645884 0.041362283 0
97.109375 45.69946567 0.592627924 0.939486993 0
110.296875 49.1830699 0.55600188 0.410597111 0
113.96875 48.35092061 0.42012288 0.399999192 0
127.9375 48.03705438 0.015857356 0.075513219 0
135.71875 58.18893493 -0.022744198 -0.62606048 0
109.609375 49.66264856 0.207836672 -0.254627014 0
78.265625 42.30848105 1.573735534 3.974569639 1
95.03125 38.48456214 0.387463026 1.583800289 0
146.5859375 43.39202248 -0.106831429 0.28423767 0
101.375 34.69352425 0.145436024 2.54110028 0
78.0546875 44.6946775 1.555123382 3.749351741 1
119.6328125 54.85561604 -0.011953591 -0.459562326 0
118.1015625 58.36520794 0.053808605 -0.736184171 0
112.6796875 48.2354145 0.422159311 0.326895271 0
136.3359375 50.75035058 -0.171369291 -0.215959051 0
112.7734375 50.21270613 0.265596727 -0.271815626 0
96.109375 54.26443275 0.262166959 -0.279495211 0
143.9765625 48.33015765 -0.122864222 0.150213127 0
95.890625 37.23494544 0.358574424 1.630684003 0
121.390625 43.51117572 0.067652832 0.03176059 0
129.0 44.31651075 0.156960648 -0.03599675 0
128.7109375 44.72924664 -0.200340673 0.178402282 0
113.015625 47.01478896 0.067068625 0.04554847 0
130.25 54.92822021 0.049617165 -0.644385707 0
119.9921875 57.3607684 -0.103282533 -0.854697592 0
121.515625 52.12229975 0.128542831 -0.268948999 0
120.765625 43.02006879 0.195952435 0.073894933 0
107.3828125 46.43377695 0.454773503 0.168205992 0
141.3203125 55.86478285 -0.257080818 -0.718214496 0
133.2265625 51.86780294 -0.062832635 -0.495370674 0
107.609375 44.30332845 0.43045373 0.979516405 0
123.4453125 43.32143822 0.207214245 0.497773761 0
126.453125 57.03944076 -0.023372056 -0.664410098 0
118.2109375 45.62031694 0.206816886 0.154104987 0
79.640625 32.94164689 0.981903415 4.951839322 0
99.65625 47.3729283 0.533407446 0.172520534 0
135.0625 48.704105 -0.327587578 -0.11048285 0
111.9296875 43.25346511 0.173987033 0.994637056 0
107.109375 44.56232194 0.321383662 0.748861621 0
73.0625 36.01014397 0.951943714 3.864943349 0
83.140625 39.0999789 0.478936343 1.565910234 0
117.0546875 32.6375236 0.214963637 2.57760458 0
125.4140625 53.32953675 0.034275374 -0.101307719 0
127.5703125 51.49676622 -0.111681163 -0.194833089 0
94.4765625 64.09416472 0.73565444 -0.341452976 0
125.9921875 51.96610916 0.008912514 -0.134996936 0
74.6328125 75.86716095 0.834879565 -0.838742472 0
121.3203125 51.77308265 0.085057438 -0.161100588 0
114.3359375 48.19350276 0.174347936 0.234023762 0
129.0234375 48.4446309 -0.057488198 0.176429294 0
109.53125 44.57191126 0.459712437 0.603472629 0
122.2734375 54.31918325 0.094511842 -0.457876652 0
96.28125 42.72293323 0.424916113 0.796946966 0
116.96875 55.10613871 -0.033026299 -0.445023687 0
100.9375 48.91219013 0.352557139 0.002741699 0
118.5703125 44.8130986 0.224010273 0.011623829 0
136.09375 46.95417272 -0.338044314 -0.25673308 0
103.3515625 40.57835588 0.398671997 0.853419661 0
131.5546875 46.37311462 0.134623081 -0.050321215 0
94.390625 37.35895023 0.484445748 2.071257302 0
141.5625 55.30805067 -0.277164344 -0.435247909 0
134.75 53.33107092 -0.143471645 -0.298976614 0
92.8515625 34.66538481 0.365849246 2.849070432 0
126.1953125 47.45097118 0.004852044 -0.05518776 0
106.140625 46.52515018 0.278292263 0.399322336 0
19.4140625 46.19109887 3.705014294 13.04605745 1
145.1484375 49.95655767 -0.124083517 -0.198993013 0
115.421875 43.55897751 0.540688855 0.839779018 0
120.4140625 51.35302561 0.170727844 -0.115023228 0
92.2890625 46.16802741 0.44332141 0.284898075 0
123.6640625 43.58312413 0.424502708 0.696762183 0
125.296875 59.05338678 0.136521036 -0.429461159 0
102.7890625 52.29373952 0.418448498 -0.076064449 0
117.9609375 43.75310745 0.153131872 0.395421442 0
35.6171875 33.15237574 5.168639905 29.04602353 1
96.84375 44.5265787 0.472147645 0.781350407 0
127.015625 48.63929487 -0.095873821 -0.160838173 0
144.3125 48.79192908 0.00369933 0.042798682 0
131.546875 45.00900246 -0.124728719 -0.00626467 0
150.734375 39.5257994 -0.184451831 1.47382945 0
103.1875 42.65152217 0.615719689 0.948051818 0
119.3046875 50.83406808 0.058504306 -0.399833875 0
126.984375 41.2240419 -0.099490092 0.987468002 0
92.7734375 47.72188551 1.001202445 1.361122525 1
126.828125 45.28108555 -0.097235636 0.004767814 0
143.0234375 54.12030361 -0.189525873 -0.523692053 0
134.0859375 54.22551685 -0.02650641 -0.06489718 0
131.0234375 45.4645234 0.15033823 0.266608668 0
130.7109375 45.45398641 0.023009288 0.048930664 0
131.9453125 48.76014455 -0.170860079 -0.28680517 0
124.75 41.86585721 0.167914857 0.805688488 0
164.578125 41.0954699 -0.313644981 1.067973609 0
120.4921875 46.62449666 0.186862421 -0.01612972 0
148.9609375 48.44284686 -0.27132107 0.118414176 0
100.8359375 48.70314693 0.438520247 0.394045852 0
114.734375 51.04524408 0.18575046 -0.315544443 0
119.046875 47.54354244 0.012741208 0.003234809 0
108.7578125 47.90954141 0.493223918 0.550313718 0
151.703125 42.6670173 -0.264474702 0.686277376 0
104.171875 42.57256844 0.444380821 1.250158008 1
118.4453125 57.68676308 0.017559918 -0.52078918 0
107.0625 39.65845394 0.508954041 1.378782975 0
114.78125 64.41163248 0.21114803 -1.122244271 0
88.109375 37.56873583 0.526251515 2.158535923 0
138.8359375 45.45392195 -0.096960911 0.08651574 0
98.1953125 43.09800941 0.63982303 1.545838684 0
76.0546875 60.41294209 1.432916528 0.936654202 1
106.3671875 46.88431092 0.59113625 0.64599645 0
66.875 42.18263861 1.878733996 6.119066013 1
120.796875 53.66015156 -0.046338967 -0.254155331 0
49.015625 43.05428702 3.142801966 10.5891811 1
110.953125 52.53627606 0.144112199 -0.42885561 0
72.1953125 36.16111054 2.60122326 9.521297542 1
61.484375 35.89067262 2.766948448 9.599166836 1
107.3671875 44.33041265 0.248269761 0.143980095 0
111.1328125 52.64449922 0.353553203 -0.273291869 0
110.0390625 36.48210228 0.51425084 1.756580263 0
120.84375 43.70755754 0.238979294 0.258598689 0
67.0234375 33.73575274 2.062084654 7.6813938 1
77.3828125 39.1695276 2.213106287 7.49103005 1
150.484375 49.9493469 -0.050743116 -0.229116179 0
112.390625 55.33043274 0.57493878 -0.10730539 1
132.1640625 48.95418415 0.037562965 -0.205432264 0
19.8359375 28.73689303 6.0567723 40.80816128 1
36.46875 39.27287102 3.736450963 14.9146447 1
108.5546875 31.70883369 0.650115394 3.607331475 0
116.5546875 49.68680166 -0.042807061 -0.239529377 0
105.5 47.26388685 0.338099079 0.262376166 0
140.84375 44.90970759 -0.091304903 0.319280374 0
101.6015625 42.33688179 0.497348852 0.761909541 0
46.234375 27.68022884 3.986850736 25.42175255 1
135.2421875 51.54378389 -0.067650611 -0.348838255 0
109.0390625 81.85308889 0.346043965 -1.339971452 0
65.953125 35.63790542 2.635891727 11.14563624 1
8.1015625 31.35154498 6.091617155 38.48028348 1
104.1484375 40.58692251 0.330398255 0.997289544 0
104.7890625 45.70603289 0.274938086 0.266610142 0
117.515625 50.45790083 0.307339603 0.029154918 0
132.2890625 54.76443194 0.15619624 -0.359317205 0
93.2109375 38.88196327 0.866043502 1.891722022 0
91.15625 40.66679341 0.534497547 1.274230804 0
110.953125 47.40300283 0.026613853 -0.053399759 0
120.265625 48.16110405 0.392295126 0.110808867 0
95.3671875 50.26832239 1.110711588 1.167954551 1
92.4453125 45.1758385 0.515846075 0.933886217 0
96.8359375 45.04525109 0.435910951 0.420905327 0
122.640625 48.89844936 0.197518343 -0.075827788 0
39.375 34.85348799 4.034706553 19.99365681 1
117.640625 35.43848861 0.315566169 1.404333282 0
114.046875 45.87446515 0.462117388 0.119860524 0
122.3671875 48.43437427 0.095009567 0.131181397 0
119.8828125 45.89757978 0.015353433 0.276211116 0
91.53125 40.11564095 0.709475447 1.152761678 0
133.9921875 53.3270417 -0.43134801 -0.012416867 0
116.8984375 57.67945364 0.137813196 -0.411988032 0
124.5 53.52160779 0.034350013 -0.245292691 0
126.8515625 53.12501321 0.056594489 -0.464809459 0
114.1640625 50.97407082 0.00336734 -0.312988521 0
91.1640625 43.8265005 0.678475981 1.318061235 0
113.2109375 42.02503947 0.125478933 0.469896821 0
117.984375 48.97814952 0.11490635 -0.035642349 0
99.046875 38.19928406 0.458175849 1.42440483 0
118.890625 52.01971297 0.112573231 -0.324959802 0
111.375 49.94778524 -0.034133904 -0.380996437 0
122.5703125 39.1083598 0.182604812 0.604098667 0
142.3125 51.49677629 0.062358134 -0.35793795 0
74.8828125 40.82749937 0.594303463 1.464902176 0
91.90625 45.65674195 0.8506445 1.508652505 0
102.171875 50.84137546 0.276558354 -0.121100492 0
132.96875 38.44820735 0.179088028 1.520396254 0
121.6171875 52.17071154 0.15549113 -0.31529032 0
148.40625 41.97905681 -0.19366795 0.806399316 0
120.9140625 47.77633883 0.170062579 -0.083360508 0
94.8125 50.88878038 0.498524947 0.213604545 0
47.6640625 25.22005568 4.65537107 34.56319921 1
85.2265625 42.97750408 0.707751499 1.128155116 0
124.8046875 42.91908422 -0.073459025 0.377548575 0
121.6640625 58.29025934 -0.020447495 -0.522646951 0
79.4453125 41.38666916 0.654340549 1.625974297 0
85.859375 39.98256151 0.699974786 1.931363685 0
123.75 51.28748629 0.279008508 -0.198705176 0
110.7734375 45.4892183 0.237408559 0.584851375 0
113.328125 50.82646785 0.24078415 -0.267016026 0
127.0703125 36.16675433 0.155119603 1.848981136 0
64.546875 36.35842822 1.723098235 6.096537099 1
107.796875 41.56270853 0.510415259 1.672603023 1
103.4765625 46.15581031 0.310986416 0.614195367 0
136.515625 49.75957577 -0.070325519 -0.171033781 0
120.9609375 58.79724196 0.232217365 -0.755387391 0
89.671875 37.52105854 0.601359824 1.764652112 0
132.046875 52.21378221 -0.089728695 -0.439797531 0
126.421875 53.36425673 -0.01515238 -0.466873959 0
119.75 49.60437229 0.123172823 -0.053396182 0
138.4453125 51.4192037 -0.005022167 -0.479630801 0
116.1640625 54.87639197 0.111165605 -0.275940585 0
131.953125 48.23702212 -0.007857675 0.114152419 0
100.7421875 56.13797819 0.515803279 -0.24595624 0
113.2421875 49.41671436 0.030504159 -0.172755293 0
137.4921875 52.78893647 -0.358404338 -0.13282571 0
10.078125 38.35251975 5.20018925 26.46538334 1
128.109375 47.32289918 0.094367878 -0.238707758 0
104.515625 47.86471567 0.195533185 0.011958706 0
132.9296875 46.34823749 0.080802585 0.259840138 0
123.3671875 49.3320812 0.009384939 -0.145357892 0
138.15625 42.70473435 -0.148909065 1.018476243 0
14.4609375 29.38773722 6.296725041 42.02539536 1
6.4140625 30.92014092 6.187429415 40.10131647 1
147.8203125 45.77414554 -0.08401007 0.036523177 0
109.296875 46.71361542 0.108473921 0.043936063 0
111.8046875 47.39759662 0.179039689 0.002020543 0
113.1328125 47.84780087 0.274207748 0.582829322 0
98.0625 41.61537989 0.509485929 1.104477791 0
101.453125 47.04765858 0.231897964 -0.148723102 0
109.3671875 44.60326346 0.381444456 0.489801644 0
122.46875 53.58811924 0.222825268 -0.499439017 0
111.78125 53.47194613 0.205552732 -0.321112173 0
97.28125 48.96841098 0.562328303 0.489248008 0
98.265625 42.00325218 0.27334086 0.560430702 0
115.2421875 44.0560272 0.019827982 -0.130603305 0
118.328125 55.728851 0.145705105 -0.709315273 0
104.625 55.25480748 0.558790272 -0.049890517 0
95.6796875 51.41132134 0.61841821 0.160659973 0
131.1953125 50.06590322 -0.090631313 -0.050356626 0
105.09375 42.5922597 0.034070559 0.668356072 0
132.7421875 45.34679669 -0.008512906 0.006348504 0
109.9140625 52.20213527 0.181998932 -0.185938423 0
95.109375 40.59965255 0.644926047 1.41782129 0
105.484375 52.98717185 0.312403973 -0.12491761 0
125.1953125 52.99366982 -0.115065531 -0.159946222 0
129.734375 45.05335108 0.083676522 0.468948983 0
109.140625 40.50882126 0.025435585 0.74977417 0
108.0390625 43.09553384 0.404479084 0.574946684 0
110.4765625 41.20716807 0.178067375 1.183747726 0
116.734375 45.78644115 0.146766318 -0.185168803 0
144.53125 52.01290968 -0.336493203 0.033192742 0
32.7578125 30.35100546 5.216023746 31.46560163 1
110.1171875 46.97532948 0.54111912 0.325996711 1
105.9609375 46.62205124 0.572619014 0.68960152 0
129.8046875 53.11427224 -0.089417886 -0.271593782 0
114.515625 50.40476546 0.103819778 -0.461436266 0
101.875 48.07611153 0.36851815 -0.016256291 0
127.4765625 58.73576488 0.111960206 -0.57425788 0
109.3828125 48.99156833 0.232841575 0.105784536 0
87.6640625 42.8165194 1.108195242 1.677384601 0
111.7421875 51.82983668 0.423304498 0.223351975 0
113.984375 46.50856513 0.21052785 0.125136392 0
128.84375 56.1515023 0.04996676 -0.699135728 0
140.828125 41.95256052 -0.172810659 0.699129713 0
110.8515625 50.48748141 0.282257871 -0.20435545 0
101.796875 45.98307423 0.428362411 0.575019493 0
121.40625 54.68638392 0.157810401 -0.411719425 0
126.28125 48.37983463 0.067465434 -0.165016167 0
104.6640625 45.59233031 0.615416755 0.991965033 0
142.2421875 48.0741202 -0.12627127 0.536538684 0
127.265625 54.61534302 -0.004389714 -0.485959223 0
94.4609375 41.80944539 0.78662906 1.874020981 0
110.5625 50.13415596 0.066802809 -0.089144557 0
128.7578125 55.28629267 -0.04881015 -0.374883913 0
124.640625 50.17060494 0.328036668 -0.016932024 0
99.8359375 51.82584679 0.302587812 -0.298202636 0
124.40625 43.25640081 0.039776641 0.567034945 0
156.328125 38.33774849 -0.308777108 1.346463147 0
138.4140625 50.63588268 -0.406498365 0.281909753 0
119.4609375 51.2304692 -0.058577693 -0.263184609 0
107.734375 38.14456145 0.233214315 0.870999114 0
86.5625 33.18290929 0.803473542 4.018279676 0
138.5546875 41.40648511 -0.167443803 0.498522171 0
117.859375 46.80790771 0.187290241 0.380418282 0
134.765625 52.58705348 -0.242048794 -0.32185931 0
130.9453125 48.49618358 -0.105407882 -0.013016152 0
116.171875 52.69148256 0.129099661 -0.43147176 0
99.3125 44.92750236 0.566897751 0.573412459 0
105.1953125 45.54205793 0.099973196 0.108359341 0
112.8203125 41.38886354 0.261117779 0.518999407 0
128.03125 41.31527742 0.106093251 0.874093001 0
131.7734375 51.92305227 -0.083370438 -0.502095292 0
136.3828125 50.98990726 -0.221774443 -0.02830752 0
72.7421875 34.7300406 2.048370952 8.714217534 1
142.9765625 49.56095755 -0.120734253 -0.168124619 0
116.4921875 42.58135524 0.277159248 0.923553298 0
106.3671875 47.25493875 0.23658913 0.180035218 0
85.296875 44.74447581 0.554031255 0.84234622 0
129.3046875 49.09104402 -0.057175383 -0.261975202 0
96.3671875 40.12458549 0.631128974 1.536976197 0
77.484375 35.21318653 1.003181362 3.785564092 0
96.03125 45.82625774 0.498624963 1.090965952 0
139.4765625 52.73873767 -0.035513016 -0.311343922 0
113.3203125 41.41462106 0.291286618 0.67797834 0
106.0 46.57436929 0.322174125 0.283843688 0
126.15625 54.97534071 0.184282423 -0.493655333 0
145.8359375 50.62419403 -0.181519541 -0.029142406 0
126.2890625 44.28779324 0.36307378 0.468434843 0
92.1875 38.28322699 0.654425479 1.86456014 0
11.03125 31.47045676 5.994345191 36.69314003 1
173.625 46.5220042 -1.18353797 1.281279891 0
124.71875 45.7721834 0.17904232 0.404754632 0
110.953125 43.65845053 0.219200373 0.268047189 0
147.2890625 46.96261018 -0.138678325 0.046161536 0
108.453125 45.07387328 0.180826974 0.181119632 0
134.9453125 46.82936255 -0.111573701 0.238256242 0
125.140625 37.12894221 0.128696328 0.836795425 0
100.9296875 49.68088534 0.623084404 0.334283184 0
116.8828125 55.25772303 0.031516691 -0.46608684 0
106.546875 49.65566738 0.326909988 0.112339799 0
118.5078125 60.0320222 0.191159074 -0.637535098 0
99.0234375 34.09441506 0.688584003 2.647684563 0
139.8671875 43.9426777 -0.247894264 0.19815432 0
93.3203125 43.2449299 0.320103162 0.91547072 0
101.3203125 49.56686355 0.059429326 0.193419688 0
88.609375 35.04266025 0.794415553 2.964896881 0
72.3359375 41.20172883 2.290134316 7.29838129 1
121.421875 51.38756072 0.366200576 0.02369523 0
90.5078125 44.58629205 0.483678265 0.846910966 0
126.2109375 51.38315816 -0.088436589 -0.285594175 0
128.28125 45.37498924 0.246967059 0.102127572 0
109.203125 40.56637296 0.533097142 1.113952611 0
124.515625 45.62602471 0.361288491 0.540444945 0
109.1953125 49.34857815 0.410093062 -0.011605558 0
129.6171875 47.77439185 0.114308477 0.066342183 0
145.1875 51.05446693 -0.194443379 -0.210290862 0
131.234375 46.77681122 0.010948853 -0.190006731 0
58.21875 34.92982642 2.98209687 11.69646282 1
123.7265625 52.92044661 0.10498058 -0.014052604 0
111.6640625 55.93303437 0.150553412 -0.50100524 0
24.7265625 30.09846208 5.660516554 35.16935086 1
125.421875 51.55270504 -0.222883196 -0.068035349 0
107.9765625 41.39132322 0.201881777 0.687591954 0
106.3984375 51.07750542 0.30802483 0.028550689 0
117.125 49.12229636 0.287311656 0.150163866 0
110.203125 43.11691217 0.297544884 0.529633825 0
129.21875 54.0357141 -0.010298155 -0.390890469 0
119.421875 56.80113464 0.131503347 -0.478205347 0
129.5 48.76009511 -0.049682779 0.362446585 0
